date;SP500;NASDAQ
2023-03-28-11-32;3973.40;12589.38
2023-03-28-11-33;3973.84;12588.97
2023-03-28-11-34;3972.35;12585.42
2023-03-28-11-35;3972.68;12586.91
2023-03-28-11-36;3972.60;12585.37
2023-03-28-11-37;3975.54;12594.23
2023-03-28-11-38;3975.24;12594.25
2023-03-28-11-39;3975.79;12598.57
2023-03-28-11-40;3975.88;12599.64
2023-03-28-11-41;3975.10;12592.78
2023-03-28-11-42;3974.89;12591.79
2023-03-28-11-43;3973.84;12589.83
2023-03-28-11-44;3973.59;12587.10
2023-03-28-11-45;3973.50;12587.27
2023-03-28-11-46;3973.85;12586.98
2023-03-28-11-47;3973.48;12586.26
2023-03-28-11-48;3972.91;12585.65
2023-03-28-11-49;3971.68;12583.34
2023-03-28-11-50;3971.52;12580.83
2023-03-28-11-51;3972.98;12585.17
2023-03-28-11-52;3974.37;12590.43
2023-03-28-11-53;3973.61;12587.06
2023-03-28-11-54;3973.29;12583.92
2023-03-28-11-55;3974.09;12588.60
2023-03-28-11-56;3974.18;12587.86
2023-03-28-11-57;3974.34;12589.04
2023-03-28-11-58;3974.09;12587.98
2023-03-28-11-59;3974.14;12588.27
2023-03-28-12-00;3975.68;12595.04
2023-03-28-12-01;3975.21;12593.29
2023-03-28-12-02;3974.77;12591.66
2023-03-28-12-03;3975.56;12594.09
2023-03-28-12-04;3974.80;12589.54
2023-03-28-12-05;3973.68;12586.02
2023-03-28-12-06;3972.50;12582.00
2023-03-28-12-07;3971.83;12578.56
2023-03-28-12-08;3972.09;12579.26
2023-03-28-12-09;3973.09;12583.62
2023-03-28-12-10;3972.15;12579.62
2023-03-28-12-11;3972.19;12578.67
2023-03-28-12-12;3972.33;12579.03
2023-03-28-12-13;3972.30;12577.62
2023-03-28-12-14;3970.13;12567.66
2023-03-28-12-15;3972.02;12572.96
2023-03-28-12-16;3970.92;12568.46
2023-03-28-12-17;3969.76;12564.88
2023-03-28-12-18;3968.86;12562.16
2023-03-28-12-19;3967.25;12555.81
2023-03-28-12-20;3968.83;12561.77
2023-03-28-12-21;3969.45;12563.64
2023-03-28-12-22;3969.80;12565.54
2023-03-28-12-23;3970.42;12565.94
2023-03-28-12-24;3969.44;12561.32
2023-03-28-12-25;3969.58;12563.81
2023-03-28-12-26;3969.82;12562.41
2023-03-28-12-27;3968.53;12556.22
2023-03-28-12-28;3969.14;12559.89
2023-03-28-12-29;3968.92;12559.41
2023-03-28-12-30;3968.77;12559.40
2023-03-28-12-31;3967.82;12554.17
2023-03-28-12-32;3966.35;12548.84
2023-03-28-12-33;3966.60;12548.59
2023-03-28-12-34;3968.33;12557.31
2023-03-28-12-35;3968.38;12558.73
2023-03-28-12-36;3968.96;12561.61
2023-03-28-12-37;3969.16;12562.69
2023-03-28-12-38;3969.31;12564.13
2023-03-28-12-39;3969.63;12564.57
2023-03-28-12-40;3969.54;12563.23
2023-03-28-12-41;3969.50;12563.34
2023-03-28-12-42;3968.55;12558.25
2023-03-28-12-43;3968.44;12559.23
2023-03-28-12-44;3969.94;12566.36
2023-03-28-12-45;3969.99;12567.06
2023-03-28-12-46;3969.12;12564.20
2023-03-28-12-47;3969.67;12566.62
2023-03-28-12-48;3969.77;12566.71
2023-03-28-12-49;3971.02;12571.58
2023-03-28-12-50;3969.53;12566.46
2023-03-28-12-51;3968.58;12562.18
2023-03-28-12-52;3968.18;12562.38
2023-03-28-12-53;3967.99;12561.61
2023-03-28-12-54;3967.25;12558.31
2023-03-28-12-55;3967.50;12558.93
2023-03-28-12-56;3967.09;12558.12
2023-03-28-12-57;3966.64;12560.28
2023-03-28-12-58;3967.42;12563.25
2023-03-28-12-59;3967.07;12560.24
2023-03-28-13-00;3968.32;12564.74
2023-03-28-13-01;3968.26;12565.25
2023-03-28-13-02;3968.66;12568.58
2023-03-28-13-03;3966.71;12565.07
2023-03-28-13-04;3966.81;12566.22
2023-03-28-13-05;3964.59;12558.22
2023-03-28-13-06;3965.28;12560.59
2023-03-28-13-07;3965.93;12563.24
2023-03-28-13-08;3964.10;12558.83
2023-03-28-13-09;3963.70;12557.28
2023-03-28-13-10;3964.53;12562.10
2023-03-28-13-11;3965.65;12566.98
2023-03-28-13-12;3965.84;12568.78
2023-03-28-13-13;3964.23;12560.88
2023-03-28-13-14;3963.14;12557.10
2023-03-28-13-15;3963.65;12558.95
2023-03-28-13-16;3962.89;12555.83
2023-03-28-13-17;3962.97;12557.16
2023-03-28-13-18;3963.18;12559.62
2023-03-28-13-19;3963.24;12560.40
2023-03-28-13-20;3965.40;12569.21
2023-03-28-13-21;3965.21;12569.72
2023-03-28-13-22;3964.82;12568.45
2023-03-28-13-23;3964.91;12568.25
2023-03-28-13-24;3964.25;12566.53
2023-03-28-13-25;3963.58;12565.10
2023-03-28-13-26;3963.38;12565.17
2023-03-28-13-27;3963.39;12566.50
2023-03-28-13-28;3963.93;12569.35
2023-03-28-13-29;3963.26;12566.05
2023-03-28-13-30;3963.48;12567.07
2023-03-28-13-31;3964.20;12570.34
2023-03-28-13-32;3964.27;12570.53
2023-03-28-13-33;3962.86;12566.12
2023-03-28-13-34;3960.27;12555.60
2023-03-28-13-35;3958.59;12548.93
2023-03-28-13-36;3959.17;12547.08
2023-03-28-13-37;3958.34;12542.58
2023-03-28-13-38;3957.54;12539.21
2023-03-28-13-39;3957.46;12539.85
2023-03-28-13-40;3957.30;12538.43
2023-03-28-13-41;3957.19;12537.38
2023-03-28-13-42;3956.96;12535.05
2023-03-28-13-43;3956.27;12534.51
2023-03-28-13-44;3957.07;12537.08
2023-03-28-13-45;3956.57;12535.03
2023-03-28-13-46;3956.50;12536.13
2023-03-28-13-47;3956.12;12534.19
2023-03-28-13-48;3957.30;12535.41
2023-03-28-13-49;3956.29;12531.64
2023-03-28-13-50;3956.39;12535.84
2023-03-28-13-51;3955.94;12532.22
2023-03-28-13-52;3955.12;12528.92
2023-03-28-13-53;3955.20;12528.58
2023-03-28-13-54;3954.76;12527.77
2023-03-28-13-55;3954.92;12528.79
2023-03-28-13-56;3954.66;12528.46
2023-03-28-13-57;3952.14;12521.87
2023-03-28-13-58;3952.55;12521.87
2023-03-28-13-59;3951.62;12518.27
2023-03-28-14-00;3952.15;12519.48
2023-03-28-14-01;3953.73;12525.94
2023-03-28-14-02;3954.56;12530.28
2023-03-28-14-03;3954.28;12530.18
2023-03-28-14-04;3956.09;12536.22
2023-03-28-14-05;3956.43;12537.35
2023-03-28-14-06;3955.12;12533.48
2023-03-28-14-07;3956.09;12536.93
2023-03-28-14-08;3956.26;12538.05
2023-03-28-14-09;3956.58;12539.21
2023-03-28-14-10;3955.61;12536.79
2023-03-28-14-11;3955.51;12535.78
2023-03-28-14-12;3954.89;12535.62
2023-03-28-14-13;3954.35;12536.22
2023-03-28-14-14;3955.19;12536.97
2023-03-28-14-15;3955.82;12539.71
2023-03-28-14-16;3957.80;12546.07
2023-03-28-14-17;3957.17;12544.31
2023-03-28-14-18;3957.38;12547.43
2023-03-28-14-19;3956.89;12545.02
2023-03-28-14-20;3957.37;12545.71
2023-03-28-14-21;3958.44;12548.79
2023-03-28-14-22;3958.80;12550.86
2023-03-28-14-23;3957.94;12547.79
2023-03-28-14-24;3957.81;12547.02
2023-03-28-14-25;3955.62;12541.64
2023-03-28-14-26;3956.49;12544.07
2023-03-28-14-27;3956.96;12546.45
2023-03-28-14-28;3957.07;12546.69
2023-03-28-14-29;3957.68;12548.82
2023-03-28-14-30;3957.62;12548.93
2023-03-28-14-31;3956.95;12546.18
2023-03-28-14-32;3956.40;12543.89
2023-03-28-14-33;3955.64;12541.69
2023-03-28-14-34;3955.72;12543.34
2023-03-28-14-35;3955.28;12541.75
2023-03-28-14-36;3955.54;12542.44
2023-03-28-14-37;3957.21;12548.46
2023-03-28-14-38;3957.37;12547.71
2023-03-28-14-39;3957.12;12547.50
2023-03-28-14-40;3957.26;12546.44
2023-03-28-14-41;3958.54;12549.81
2023-03-28-14-42;3958.50;12548.80
2023-03-28-14-43;3958.51;12549.65
2023-03-28-14-44;3960.27;12555.12
2023-03-28-14-45;3960.60;12555.52
2023-03-28-14-46;3961.87;12561.24
2023-03-28-14-47;3963.27;12567.55
2023-03-28-14-48;3962.91;12568.41
2023-03-28-14-49;3962.28;12566.67
2023-03-28-14-50;3961.22;12560.76
2023-03-28-14-51;3962.66;12563.68
2023-03-28-14-52;3962.41;12562.74
2023-03-28-14-53;3961.52;12560.45
2023-03-28-14-54;3961.88;12560.72
2023-03-28-14-55;3961.53;12559.16
2023-03-28-14-56;3961.53;12556.39
2023-03-28-14-57;3961.21;12555.22
2023-03-28-14-58;3962.03;12560.12
2023-03-28-14-59;3962.56;12562.90
2023-03-28-15-00;3963.01;12565.46
2023-03-28-15-01;3964.68;12571.81
2023-03-28-15-02;3965.21;12571.94
2023-03-28-15-03;3964.99;12573.40
2023-03-28-15-04;3964.09;12570.13
2023-03-28-15-05;3963.80;12567.84
2023-03-28-15-06;3963.88;12569.13
2023-03-28-15-07;3965.30;12574.57
2023-03-28-15-08;3966.50;12578.38
2023-03-28-15-09;3965.74;12576.03
2023-03-28-15-10;3966.01;12580.69
2023-03-28-15-11;3964.97;12578.37
2023-03-28-15-12;3965.88;12581.39
2023-03-28-15-13;3964.63;12577.69
2023-03-28-15-14;3963.79;12574.44
2023-03-28-15-15;3964.64;12579.21
2023-03-28-15-16;3964.65;12580.43
2023-03-28-15-17;3962.70;12572.80
2023-03-28-15-18;3964.06;12577.74
2023-03-28-15-19;3963.65;12578.62
2023-03-28-15-20;3963.42;12577.49
2023-03-28-15-21;3963.30;12576.90
2023-03-28-15-22;3964.62;12581.96
2023-03-28-15-23;3962.78;12576.27
2023-03-28-15-24;3963.28;12575.79
2023-03-28-15-25;3963.04;12575.57
2023-03-28-15-26;3964.13;12578.36
2023-03-28-15-27;3962.83;12574.62
2023-03-28-15-28;3960.12;12564.42
2023-03-28-15-29;3960.87;12568.37
2023-03-28-15-30;3960.66;12567.38
2023-03-28-15-31;3959.37;12561.46
2023-03-28-15-32;3958.96;12559.41
2023-03-28-15-33;3959.05;12559.45
2023-03-28-15-34;3960.28;12566.38
2023-03-28-15-35;3963.47;12575.68
2023-03-28-15-36;3963.66;12576.87
2023-03-28-15-37;3966.03;12588.02
2023-03-28-15-38;3965.85;12588.78
2023-03-28-15-39;3962.25;12575.92
2023-03-28-15-40;3964.59;12583.47
2023-03-28-15-41;3965.10;12585.10
2023-03-28-15-42;3964.77;12586.30
2023-03-28-15-43;3964.29;12584.74
2023-03-28-15-44;3963.76;12582.46
2023-03-28-15-45;3963.54;12581.34
2023-03-28-15-46;3962.34;12576.57
2023-03-28-15-47;3962.69;12576.74
2023-03-28-15-48;3963.35;12580.36
2023-03-28-15-49;3964.53;12584.07
2023-03-28-15-50;3966.28;12590.19
2023-03-28-15-51;3967.58;12597.45
2023-03-28-15-52;3969.42;12602.74
2023-03-28-15-53;3970.46;12606.39
2023-03-28-15-54;3969.45;12604.11
2023-03-28-15-55;3968.21;12598.37
2023-03-28-15-56;3967.66;12595.76
2023-03-28-15-57;3970.49;12608.08
2023-03-28-15-58;3970.29;12607.67
2023-03-28-15-59;3969.86;12608.58
2023-03-28-16-00;3971.29;12610.57
2023-03-28-16-01;3971.30;12610.57
2023-03-28-16-02;3971.30;12610.57
2023-03-28-16-03;3971.30;12610.57
2023-03-28-16-04;3971.27;12610.57
2023-03-28-16-05;3971.27;12610.57
2023-03-28-16-06;3971.27;12610.57
2023-03-28-16-07;3971.27;12610.57
2023-03-28-16-08;3971.27;12610.57
2023-03-28-16-09;3971.27;12610.57
2023-03-28-16-10;3971.27;12610.57
2023-03-28-16-11;3971.27;12610.57
2023-03-28-16-12;3971.27;12610.57
2023-03-28-16-13;3971.27;12610.57
2023-03-28-16-14;3971.27;12610.57
2023-03-28-16-15;3971.27;12610.57
2023-03-28-16-16;3971.27;12610.57
2023-03-28-16-17;3971.27;12610.57
2023-03-28-16-18;3971.27;12610.57
2023-03-28-16-19;3971.27;12610.57
2023-03-28-16-20;3971.27;12610.57
2023-03-28-16-21;3971.27;12610.57
2023-03-28-16-22;3971.27;12610.57
2023-03-28-16-23;3971.27;12610.57
2023-03-28-16-24;3971.27;12610.57
2023-03-28-16-25;3971.27;12610.57
2023-03-28-16-26;3971.27;12610.57
2023-03-28-16-27;3971.27;12610.57
2023-03-28-16-28;3971.27;12610.57
2023-03-28-16-29;3971.27;12610.57
2023-03-28-16-30;3971.27;12610.57
2023-03-28-16-31;3971.27;12610.57
2023-03-28-16-32;3971.27;12610.57
2023-03-28-16-33;3971.27;12610.57
2023-03-28-16-34;3971.27;12610.57
2023-03-28-16-35;3971.27;12610.57
2023-03-28-16-36;3971.27;12610.57
2023-03-28-16-37;3971.27;12610.57
2023-03-28-16-38;3971.27;12610.57
2023-03-28-16-39;3971.27;12610.57
2023-03-28-16-40;3971.27;12610.57
2023-03-28-16-41;3971.27;12610.57
2023-03-28-16-42;3971.27;12610.57
2023-03-28-16-43;3971.27;12610.57
2023-03-28-16-44;3971.27;12610.57
2023-03-28-16-45;3971.27;12610.57
2023-03-28-16-46;3971.27;12610.57
2023-03-28-16-47;3971.27;12610.57
2023-03-28-16-48;3971.27;12610.57
2023-03-28-16-49;3971.27;12610.57
2023-03-28-16-50;3971.27;12610.57
2023-03-28-16-51;3971.27;12610.57
2023-03-28-16-52;3971.27;12610.57
2023-03-28-16-53;3971.27;12610.57
2023-03-28-16-54;3971.27;12610.57
2023-03-28-16-55;3971.27;12610.57
2023-03-28-16-56;3971.27;12610.57
2023-03-28-16-57;3971.27;12610.57
2023-03-28-16-58;3971.27;12610.57
2023-03-28-16-59;3971.27;12610.57
2023-03-29-09-00;3971.27;12610.57
2023-03-29-09-01;3971.27;12610.57
2023-03-29-09-02;3971.27;12610.57
2023-03-29-09-03;3971.27;12610.57
2023-03-29-09-04;3971.27;12610.57
2023-03-29-09-05;3971.27;12610.57
2023-03-29-09-06;3971.27;12610.57
2023-03-29-09-07;3971.27;12610.57
2023-03-29-09-08;3971.27;12610.57
2023-03-29-09-09;3971.27;12610.57
2023-03-29-09-10;3971.27;12610.57
2023-03-29-09-11;3971.27;12610.57
2023-03-29-09-12;3971.27;12610.57
2023-03-29-09-13;3971.27;12610.57
2023-03-29-09-14;3971.27;12610.57
2023-03-29-09-15;3971.27;12610.57
2023-03-29-09-16;3971.27;12610.57
2023-03-29-09-17;3971.27;12610.57
2023-03-29-09-18;3971.27;12610.57
2023-03-29-09-19;3971.27;12610.57
2023-03-29-09-20;3971.27;12610.57
2023-03-29-09-21;3971.27;12610.57
2023-03-29-09-22;3971.27;12610.57
2023-03-29-09-23;3971.27;12610.57
2023-03-29-09-24;3971.27;12610.57
2023-03-29-09-25;3971.27;12610.57
2023-03-29-09-26;3971.27;12610.57
2023-03-29-09-27;3971.27;12610.57
2023-03-29-09-28;3971.27;12610.57
2023-03-29-09-29;3971.27;12610.57
2023-03-29-09-30;4007.16;12610.57
2023-03-29-09-31;4009.90;12770.66
2023-03-29-09-32;4010.58;12779.45
2023-03-29-09-33;4011.18;12788.52
2023-03-29-09-34;4010.19;12791.05
2023-03-29-09-35;4010.13;12789.25
2023-03-29-09-36;4010.39;12794.21
2023-03-29-09-37;4011.30;12792.34
2023-03-29-09-38;4011.66;12795.42
2023-03-29-09-39;4011.36;12792.64
2023-03-29-09-40;4011.91;12789.58
2023-03-29-09-41;4011.34;12786.64
2023-03-29-09-42;4011.04;12788.36
2023-03-29-09-43;4010.77;12784.98
2023-03-29-09-44;4013.24;12794.34
2023-03-29-09-45;4013.63;12789.13
2023-03-29-09-46;4010.73;12781.78
2023-03-29-09-47;4011.63;12781.08
2023-03-29-09-48;4014.45;12797.18
2023-03-29-09-49;4014.71;12801.83
2023-03-29-09-50;4011.28;12792.23
2023-03-29-09-51;4013.24;12794.64
2023-03-29-09-52;4014.87;12795.80
2023-03-29-09-53;4015.60;12800.87
2023-03-29-09-54;4013.82;12793.07
2023-03-29-09-55;4012.18;12786.39
2023-03-29-09-56;4011.44;12780.33
2023-03-29-09-57;4011.50;12781.32
2023-03-29-09-58;4012.81;12790.80
2023-03-29-09-59;4012.18;12790.22
2023-03-29-10-00;4012.87;12799.56
2023-03-29-10-01;4014.23;12797.23
2023-03-29-10-02;4013.36;12791.78
2023-03-29-10-03;4015.34;12798.63
2023-03-29-10-04;4015.00;12796.22
2023-03-29-10-05;4017.17;12807.34
2023-03-29-10-06;4015.66;12800.37
2023-03-29-10-07;4012.02;12787.15
2023-03-29-10-08;4012.43;12790.84
2023-03-29-10-09;4014.13;12791.74
2023-03-29-10-10;4012.84;12791.59
2023-03-29-10-11;4010.50;12785.02
2023-03-29-10-12;4012.76;12796.24
2023-03-29-10-13;4012.22;12796.67
2023-03-29-10-14;4010.88;12787.36
2023-03-29-10-15;4009.45;12782.82
2023-03-29-10-16;4009.92;12784.08
2023-03-29-10-17;4009.80;12781.53
2023-03-29-10-18;4011.64;12791.29
2023-03-29-10-19;4012.97;12794.23
2023-03-29-10-20;4012.40;12793.44
2023-03-29-10-21;4013.00;12796.29
2023-03-29-10-22;4011.87;12789.46
2023-03-29-10-23;4012.39;12792.32
2023-03-29-10-24;4010.77;12785.29
2023-03-29-10-25;4009.69;12778.58
2023-03-29-10-26;4008.26;12767.42
2023-03-29-10-27;4009.39;12769.52
2023-03-29-10-28;4008.04;12761.60
2023-03-29-10-29;4008.81;12767.55
2023-03-29-10-30;4009.35;12768.86
2023-03-29-10-31;4009.83;12769.20
2023-03-29-10-32;4010.03;12770.73
2023-03-29-10-33;4010.65;12770.95
2023-03-29-10-34;4009.13;12765.97
2023-03-29-10-35;4008.89;12765.10
2023-03-29-10-36;4008.36;12758.12
2023-03-29-10-37;4007.09;12751.35
2023-03-29-10-38;4006.03;12748.77
2023-03-29-10-39;4006.15;12748.98
2023-03-29-10-40;4006.15;12752.60
2023-03-29-10-41;4004.94;12749.57
2023-03-29-10-42;4004.88;12752.21
2023-03-29-10-43;4006.87;12757.67
2023-03-29-10-44;4006.25;12758.81
2023-03-29-10-45;4005.79;12755.75
2023-03-29-10-46;4004.46;12751.75
2023-03-29-10-47;4003.25;12741.73
2023-03-29-10-48;4004.14;12747.21
2023-03-29-10-49;4003.95;12742.63
2023-03-29-10-50;4004.42;12743.93
2023-03-29-10-51;4004.98;12743.60
2023-03-29-10-52;4004.27;12739.43
2023-03-29-10-53;4003.96;12741.37
2023-03-29-10-54;4004.75;12743.68
2023-03-29-10-55;4004.12;12740.57
2023-03-29-10-56;4004.46;12742.34
2023-03-29-10-57;4005.88;12749.39
2023-03-29-10-58;4004.24;12744.91
2023-03-29-10-59;4002.30;12735.38
2023-03-29-11-00;4002.58;12738.39
2023-03-29-11-01;4003.02;12745.54
2023-03-29-11-02;4003.18;12744.25
2023-03-29-11-03;4003.73;12747.81
2023-03-29-11-04;4004.59;12751.54
2023-03-29-11-05;4005.35;12754.32
2023-03-29-11-06;4005.66;12756.93
2023-03-29-11-07;4005.68;12759.97
2023-03-29-11-08;4005.51;12757.67
2023-03-29-11-09;4006.11;12758.23
2023-03-29-11-10;4007.65;12764.04
2023-03-29-11-11;4008.10;12763.14
2023-03-29-11-12;4006.57;12756.35
2023-03-29-11-13;4006.69;12758.58
2023-03-29-11-14;4006.94;12757.48
2023-03-29-11-15;4006.75;12756.08
2023-03-29-11-16;4007.47;12758.92
2023-03-29-11-17;4007.92;12758.89
2023-03-29-11-18;4008.00;12759.93
2023-03-29-11-19;4007.40;12756.54
2023-03-29-11-20;4004.96;12752.15
2023-03-29-11-21;4007.15;12759.67
2023-03-29-11-22;4007.22;12762.68
2023-03-29-11-23;4007.87;12765.92
2023-03-29-11-24;4008.52;12769.85
2023-03-29-11-25;4008.19;12773.28
2023-03-29-11-26;4007.73;12770.59
2023-03-29-11-27;4007.52;12770.86
2023-03-29-11-28;4007.15;12771.60
2023-03-29-11-29;4007.17;12773.51
2023-03-29-11-30;4008.42;12777.25
2023-03-29-11-31;4008.68;12778.23
2023-03-29-11-32;4009.75;12781.37
2023-03-29-11-33;4011.16;12788.64
2023-03-29-11-34;4010.85;12787.66
2023-03-29-11-35;4010.42;12785.94
2023-03-29-11-36;4009.69;12782.86
2023-03-29-11-37;4010.28;12782.50
2023-03-29-11-38;4011.26;12785.98
2023-03-29-11-39;4011.88;12791.06
2023-03-29-11-40;4010.48;12786.10
2023-03-29-11-41;4010.81;12787.67
2023-03-29-11-42;4010.12;12782.13
2023-03-29-11-43;4009.13;12779.81
2023-03-29-11-44;4009.53;12780.81
2023-03-29-11-45;4009.53;12783.35
2023-03-29-11-46;4010.25;12787.82
2023-03-29-11-47;4011.43;12791.42
2023-03-29-11-48;4011.61;12792.18
2023-03-29-11-49;4011.74;12795.08
2023-03-29-11-50;4011.68;12794.43
2023-03-29-11-51;4010.94;12790.12
2023-03-29-11-52;4010.49;12788.40
2023-03-29-11-53;4010.66;12789.30
2023-03-29-11-54;4012.56;12795.33
2023-03-29-11-55;4013.19;12792.20
2023-03-29-11-56;4014.19;12792.83
2023-03-29-11-57;4013.42;12789.24
2023-03-29-11-58;4012.75;12787.60
2023-03-29-11-59;4013.56;12791.50
2023-03-29-12-00;4014.17;12795.56
2023-03-29-12-01;4014.37;12795.01
2023-03-29-12-02;4014.79;12797.90
2023-03-29-12-03;4014.75;12797.22
2023-03-29-12-04;4013.45;12791.79
2023-03-29-12-05;4014.20;12796.58
2023-03-29-12-06;4013.75;12792.28
2023-03-29-12-07;4010.81;12783.73
2023-03-29-12-08;4010.66;12781.70
2023-03-29-12-09;4012.11;12787.47
2023-03-29-12-10;4011.24;12786.31
2023-03-29-12-11;4011.51;12784.00
2023-03-29-12-12;4012.19;12787.93
2023-03-29-12-13;4012.21;12788.21
2023-03-29-12-14;4012.83;12791.59
2023-03-29-12-15;4014.94;12801.45
2023-03-29-12-16;4013.95;12797.51
2023-03-29-12-17;4013.41;12794.77
2023-03-29-12-18;4014.65;12798.16
2023-03-29-12-19;4015.44;12801.87
2023-03-29-12-20;4015.04;12800.48
2023-03-29-12-21;4015.59;12803.88
2023-03-29-12-22;4015.35;12804.64
2023-03-29-12-23;4015.72;12805.68
2023-03-29-12-24;4015.17;12805.13
2023-03-29-12-25;4014.69;12805.48
2023-03-29-12-26;4015.15;12806.62
2023-03-29-12-27;4015.28;12806.03
2023-03-29-12-28;4015.21;12806.58
2023-03-29-12-29;4014.30;12803.09
2023-03-29-12-30;4013.92;12800.90
2023-03-29-12-31;4015.08;12803.82
2023-03-29-12-32;4014.86;12800.66
2023-03-29-12-33;4015.89;12805.11
2023-03-29-12-34;4015.23;12802.63
2023-03-29-12-35;4013.96;12798.66
2023-03-29-12-36;4014.13;12801.11
2023-03-29-12-37;4014.19;12801.11
2023-03-29-12-38;4014.37;12801.61
2023-03-29-12-39;4015.64;12806.23
2023-03-29-12-40;4015.35;12805.27
2023-03-29-12-41;4014.77;12801.81
2023-03-29-12-42;4014.49;12799.66
2023-03-29-12-43;4013.25;12795.52
2023-03-29-12-44;4013.13;12793.66
2023-03-29-12-45;4012.88;12792.14
2023-03-29-12-46;4012.55;12788.58
2023-03-29-12-47;4012.24;12787.14
2023-03-29-12-48;4010.81;12779.34
2023-03-29-12-49;4012.18;12784.77
2023-03-29-12-50;4012.42;12786.37
2023-03-29-12-51;4013.42;12790.01
2023-03-29-12-52;4013.76;12790.80
2023-03-29-12-53;4013.41;12789.65
2023-03-29-12-54;4013.68;12790.75
2023-03-29-12-55;4013.68;12791.33
2023-03-29-12-56;4013.63;12790.15
2023-03-29-12-57;4012.37;12784.90
2023-03-29-12-58;4011.44;12780.61
2023-03-29-12-59;4009.95;12772.35
2023-03-29-13-00;4011.39;12777.39
2023-03-29-13-01;4010.28;12774.35
2023-03-29-13-02;4010.34;12773.77
2023-03-29-13-03;4010.36;12772.93
2023-03-29-13-04;4011.85;12778.31
2023-03-29-13-05;4011.91;12779.80
2023-03-29-13-06;4012.91;12783.06
2023-03-29-13-07;4013.75;12786.18
2023-03-29-13-08;4014.84;12791.16
2023-03-29-13-09;4016.49;12800.16
2023-03-29-13-10;4016.64;12800.74
2023-03-29-13-11;4017.16;12801.93
2023-03-29-13-12;4016.77;12801.26
2023-03-29-13-13;4016.86;12803.44
2023-03-29-13-14;4016.74;12802.75
2023-03-29-13-15;4017.05;12804.23
2023-03-29-13-16;4017.14;12804.43
2023-03-29-13-17;4017.23;12803.50
2023-03-29-13-18;4017.57;12804.03
2023-03-29-13-19;4017.48;12804.33
2023-03-29-13-20;4016.44;12802.58
2023-03-29-13-21;4016.76;12804.26
2023-03-29-13-22;4016.12;12801.89
2023-03-29-13-23;4016.07;12801.70
2023-03-29-13-24;4016.52;12804.70
2023-03-29-13-25;4016.77;12806.24
2023-03-29-13-26;4016.90;12804.97
2023-03-29-13-27;4016.81;12804.61
2023-03-29-13-28;4017.65;12808.30
2023-03-29-13-29;4018.13;12810.32
2023-03-29-13-30;4018.61;12811.75
2023-03-29-13-31;4017.64;12809.50
2023-03-29-13-32;4017.96;12812.64
2023-03-29-13-33;4016.93;12805.70
2023-03-29-13-34;4016.22;12801.24
2023-03-29-13-35;4014.76;12797.50
2023-03-29-13-36;4012.12;12785.27
2023-03-29-13-37;4013.31;12789.01
2023-03-29-13-38;4013.11;12788.78
2023-03-29-13-39;4011.82;12784.16
2023-03-29-13-40;4011.20;12782.21
2023-03-29-13-41;4011.60;12782.32
2023-03-29-13-42;4011.83;12785.92
2023-03-29-13-43;4012.04;12787.10
2023-03-29-13-44;4011.93;12787.93
2023-03-29-13-45;4012.46;12790.98
2023-03-29-13-46;4011.80;12786.66
2023-03-29-13-47;4011.95;12788.73
2023-03-29-13-48;4010.76;12785.00
2023-03-29-13-49;4011.16;12788.82
2023-03-29-13-50;4011.11;12790.07
2023-03-29-13-51;4011.39;12791.71
2023-03-29-13-52;4010.97;12789.53
2023-03-29-13-53;4011.13;12790.05
2023-03-29-13-54;4011.12;12789.19
2023-03-29-13-55;4009.75;12783.03
2023-03-29-13-56;4008.90;12777.97
2023-03-29-13-57;4010.35;12785.04
2023-03-29-13-58;4009.18;12781.57
2023-03-29-13-59;4009.51;12783.16
2023-03-29-14-00;4010.24;12785.46
2023-03-29-14-01;4010.07;12784.60
2023-03-29-14-02;4009.75;12782.89
2023-03-29-14-03;4007.70;12776.64
2023-03-29-14-04;4008.59;12779.22
2023-03-29-14-05;4009.70;12784.48
2023-03-29-14-06;4009.60;12783.52
2023-03-29-14-07;4009.96;12785.60
2023-03-29-14-08;4011.94;12793.14
2023-03-29-14-09;4012.82;12795.51
2023-03-29-14-10;4012.71;12793.03
2023-03-29-14-11;4013.35;12793.27
2023-03-29-14-12;4013.59;12793.30
2023-03-29-14-13;4012.79;12790.53
2023-03-29-14-14;4012.77;12790.84
2023-03-29-14-15;4012.90;12792.53
2023-03-29-14-16;4011.38;12785.34
2023-03-29-14-17;4011.29;12786.13
2023-03-29-14-18;4010.96;12786.10
2023-03-29-14-19;4011.73;12789.20
2023-03-29-14-20;4010.72;12787.28
2023-03-29-14-21;4010.38;12787.61
2023-03-29-14-22;4011.56;12791.33
2023-03-29-14-23;4011.00;12788.15
2023-03-29-14-24;4012.16;12793.28
2023-03-29-14-25;4011.58;12791.15
2023-03-29-14-26;4012.05;12793.71
2023-03-29-14-27;4012.75;12795.70
2023-03-29-14-28;4013.03;12795.32
2023-03-29-14-29;4012.96;12796.47
2023-03-29-14-30;4013.35;12798.61
2023-03-29-14-31;4012.91;12795.81
2023-03-29-14-32;4012.89;12797.14
2023-03-29-14-33;4014.07;12801.34
2023-03-29-14-34;4013.52;12801.36
2023-03-29-14-35;4013.79;12802.50
2023-03-29-14-36;4014.21;12804.31
2023-03-29-14-37;4014.78;12805.91
